#{"t_start": 1563633476.40666, "env_id": "CarRacing-v1"}
r,l,t
4379.126667,1000,7024.511812
4653.526667,1000,7033.484865
4249.277778,1000,7042.579512
1747.24,443,7046.283645
3189.911111,218,7048.343104
3448.277778,177,7049.746353
2503.673333,139,7050.940449
2374.573333,123,7052.029503
3578.36,137,7053.220354
2975.66,135,7054.379221
3173.26,118,7055.45335
3207.893333,253,7057.697351
2971.993333,120,7058.784445
3188.526667,165,7060.123906
3144.706667,95,7061.071331
-1095.3,148,7062.313011
3249.951111,132,7063.461941
2760.606667,133,7064.883141
2385.4,122,7065.972264
2234.206667,412,7069.969164
2195.06,249,7071.666731
3585.526667,162,7073.346363
3176.726667,129,7074.43404
3163.36,87,7074.881811
3194.46,188,7076.693922
3265.137778,275,7079.049508
2886.126667,160,7080.351009
-1704.6,131,7081.492956
2443.293333,146,7082.745644
3020.206667,120,7083.840681
-4306.9,936,7092.389827
3571.926667,112,7093.423103
737.326667,1000,7102.059076
4525.26,1000,7110.613298
1711.726667,1000,7119.412578
1527.46,1000,7128.566516
2669.937778,1000,7137.1278
3413.56,719,7143.180585
3578.493333,142,7144.404313
3546.704444,85,7145.301915
3163.293333,88,7146.208491
3370.626667,116,7147.27065
-1111.766667,82,7147.715461
-1312.2,146,7149.01
2455.6,124,7150.114049
3167.326667,103,7151.078551
3565.26,89,7151.958304
3196.226667,93,7152.873384
3564.56,84,7153.306302
3531.117778,96,7154.235741
3566.893333,96,7155.173266
3178.493333,138,7156.310232
3436.093333,381,7159.756018
3575.96,133,7160.87169
-1103.0,115,7161.894075
3566.793333,100,7162.843011
-1098.033333,141,7164.043727
3577.026667,137,7165.218587
2760.793333,84,7165.683371
3047.793333,114,7166.725592
2385.173333,150,7167.970231
3392.56,214,7170.009777
1789.893333,936,7178.224851
2661.573333,159,7179.953197
3376.326667,133,7181.104154
-2799.4,517,7185.641021
4337.86,1000,7194.683816
2520.971111,137,7195.850749
-1492.733333,161,7197.138251
3162.044444,114,7198.184426
-1681.666667,208,7199.737306
3583.893333,156,7201.446697
3564.293333,84,7201.902511
1971.4,508,7206.38649
2104.706667,682,7212.671689
3565.46,94,7213.17634
3574.493333,120,7214.355188
3440.151111,83,7215.217956
3569.86,119,7216.268075
3567.26,98,7217.215543
3365.126667,85,7217.724181
3565.06,86,7218.665224
3564.226667,85,7219.537929
3564.793333,89,7219.998659
3194.493333,205,7221.897583
2962.793333,84,7222.758324
3364.426667,84,7223.192124
3378.366667,84,7224.052976
3404.473333,87,7224.511788
3364.926667,85,7225.383528
1534.737778,286,7227.724035
3564.56,86,7228.659571
3061.204444,109,7229.690777
3566.893333,95,7230.655199
2915.084444,84,7231.10699
3017.926667,276,7233.477683
2639.06,471,7237.752227
3151.24,111,7238.77752
3466.46,149,7240.023156
3168.96,111,7241.064372
2084.393333,660,7246.799043
2632.36,379,7250.324617
3313.093333,131,7251.466563
3373.66,128,7252.583577
3080.993333,653,7258.283342
3265.451111,93,7259.208903
2718.34,84,7260.107464
3195.793333,85,7260.563282
3529.117778,85,7261.450909
3529.117778,88,7262.358447
3352.273333,90,7262.842154
3391.2,153,7264.535626
3577.56,144,7265.752373
-1308.2,104,7266.744747
3122.333333,141,7267.928555
3135.551111,219,7269.531271
2812.96,283,7272.346746
3162.726667,84,7272.795545
3573.86,115,7273.847766
3175.026667,140,7275.051513
2617.84,99,7276.01597
3366.026667,90,7276.931488
3564.326667,83,7277.421178
2812.86,298,7280.463082
2206.417778,538,7285.093668
2969.526667,1000,7293.881018
2855.337778,96,7294.374659
2869.2,96,7295.308178
3564.993333,87,7296.182841
2649.384444,95,7297.110361
2784.46,1000,7305.344088
3549.404444,106,7306.356419
-1111.073333,1000,7315.334384
4716.293333,1000,7324.168779
2583.393333,1000,7333.042065
432.451111,1000,7341.660007
3948.073333,1000,7350.460479
2970.66,992,7359.23805
2767.36,104,7360.228402
1731.726667,1000,7369.399034
1574.56,1000,7377.811518
2544.426667,1000,7386.651884
2826.093333,315,7389.631918
3047.071111,123,7390.729982
3169.893333,114,7391.788153
-4108.533333,1000,7400.384173
3095.74,110,7401.423398
1832.16,1000,7410.690138
4668.326667,1000,7419.687087
4667.126667,1000,7428.782771
3126.06,1000,7437.638098
4314.56,1000,7446.045622
-2105.033333,142,7447.255591
2974.971111,146,7448.903188
3582.093333,204,7450.42216
-1095.466667,164,7451.746585
3015.326667,288,7454.583004
3380.026667,147,7455.804737
2853.3,124,7456.903834
2496.0,196,7458.592314
2971.66,114,7459.631507
2733.504444,300,7462.555717
3170.826667,116,7463.60688
3377.444444,168,7464.931339
3432.144444,164,7466.243829
3577.893333,130,7467.386774
3565.56,93,7468.311303
2747.573333,323,7470.90138
1855.293333,413,7474.856805
3212.993333,254,7477.081856
1938.393333,374,7479.95717
1724.517778,115,7481.00836
3566.926667,100,7482.021651
3027.184444,194,7483.92257
2577.06,102,7484.474096
3564.56,85,7485.350753
3564.626667,84,7486.239376
3565.193333,88,7486.722085
3173.493333,178,7488.746674
-1714.466667,86,7489.645271
1899.34,219,7491.249982
3373.693333,118,7492.318126
3563.86,83,7493.190827
3177.4,85,7494.090389
3565.526667,88,7494.558162
3366.46,103,7495.53755
2712.604444,242,7497.698741
3565.126667,90,7498.650198
3570.393333,105,7499.218679
3174.626667,135,7500.37359
2845.46,376,7503.6997
-1109.866667,88,7504.599294
3387.837778,92,7505.529807
3565.526667,94,7506.470291
3163.593333,85,7506.926073
3016.473333,84,7507.807745
3004.84,99,7508.781114
2689.973333,83,7509.221936
3343.071111,86,7510.116545
3552.637778,121,7511.207666
3544.973333,109,7512.22694
3364.426667,85,7512.686675
3162.693333,83,7513.574301
3567.726667,94,7514.5098
3369.16,108,7515.519101
3091.706667,83,7515.966905
3386.971111,88,7516.869492
3364.226667,86,7517.86786
3363.626667,81,7518.406383
2967.326667,104,7519.414689
3163.26,91,7520.336226
3098.86,85,7520.799984
3174.56,123,7521.891106
3566.36,98,7522.856487
3567.393333,111,7523.902691
2718.071111,174,7525.278013
-1712.666667,92,7526.19955
2761.426667,86,7527.100142
2831.793333,364,7530.379377
-2837.733333,388,7533.772345
3137.293333,233,7535.924552
3173.993333,130,7537.070489
1404.86,524,7541.659251
-1692.466667,187,7543.099371
3567.56,120,7544.202423
-1274.433333,227,7546.281865
4362.211111,1000,7555.340646
4521.793333,1000,7563.811004
2369.366667,1000,7572.679219
4654.326667,1000,7581.74199
4648.193333,1000,7590.637619
3362.26,1000,7599.542812
3997.451111,1000,7608.326507
4312.126667,1000,7617.145296
3275.973333,1000,7625.983635
3667.293333,590,7631.342309
3001.26,217,7632.934054
3070.593333,465,7637.165742
2901.226667,660,7643.068959
3120.56,640,7648.674111
3019.96,314,7651.658978
3402.973333,78,7652.082846
2775.426667,137,7653.254711
2969.704444,141,7654.449518
3385.3,114,7655.506766
2193.726667,192,7657.407611
3566.693333,96,7658.362073
2812.293333,304,7660.851901
4114.96,1000,7669.884764
3583.393333,183,7671.312049
3163.46,86,7672.213671
2729.284444,233,7674.318012
3176.426667,149,7675.574688
3538.24,88,7676.478275
3565.426667,93,7676.97993
3256.404444,96,7677.924371
3567.426667,102,7678.917715
3569.793333,122,7680.00166
3413.64,121,7681.08872
2987.666667,133,7682.242636
3218.337778,108,7683.262908
3567.86,102,7683.88349
3164.026667,92,7684.824971
3566.06,91,7685.765457
3441.851111,95,7686.719944
-1108.2,93,7687.222562
3144.34,93,7688.166041
3017.64,99,7689.136444
2424.54,128,7690.256451
3057.393333,106,7691.267784
3542.473333,101,7691.808302
3376.393333,132,7692.955235
-1272.333333,297,7695.926328
3576.226667,137,7697.065669
2476.237778,109,7698.200559
2908.571111,124,7699.272693
2106.96,619,7704.160739
2488.36,609,7709.464562
3375.46,163,7711.218872
3363.393333,89,7711.693604
3366.226667,108,7712.69692
-1310.8,90,7713.618457
-2240.6,391,7717.033328
2648.326667,123,7718.129398
3241.651111,100,7719.103825
3568.793333,100,7719.638364
2539.293333,88,7720.539992
3565.393333,92,7721.471463
3572.46,132,7722.646323
1354.86,1000,7731.671196
2821.877778,95,7732.183827
3569.86,108,7733.198114
3566.96,104,7734.208415
3038.126667,1000,7743.073748
3449.56,420,7746.655174
2434.111111,153,7747.942698
3164.36,94,7748.917129
3369.593333,118,7749.981287
3565.626667,91,7750.940682
3567.293333,99,7751.483269
3365.593333,87,7752.383859
2611.804444,94,7753.327302
3565.26,90,7754.259809
-1310.666667,92,7754.761469
3568.093333,102,7755.746835
3565.626667,93,7756.692308
3318.017778,90,7757.194963
3565.593333,95,7758.301007
3365.993333,96,7759.260441
3566.826667,102,7760.241819
3569.26,104,7761.238211
-1310.833333,93,7761.755807
3565.726667,90,7762.676311
3571.36,121,7763.76141
3565.726667,92,7764.692919
3570.293333,112,7765.732141
2264.793333,87,7766.216844
-1514.766667,98,7767.185257
3221.06,333,7770.281977
3569.226667,121,7771.376055
3519.584444,212,7772.961848
3368.593333,116,7774.023974
3147.54,113,7775.076196
3567.46,106,7776.082471
2586.06,1000,7784.989659
3262.36,118,7786.074788
3369.96,131,7787.239681
3008.626667,369,7790.316419
3247.084444,184,7792.173454
3248.026667,677,7797.971953
3430.426667,1000,7806.835261
4648.86,1000,7815.624869
4463.06,1000,7824.429711
4653.784444,1000,7832.900066
4199.04,1000,7841.693732
3136.204444,127,7842.819476
2444.66,285,7845.193165
3476.804444,95,7846.122644
2681.406667,87,7846.999302
3367.76,113,7848.174161
3567.026667,97,7849.261257
3565.926667,90,7849.744997
3368.626667,96,7850.737344
2846.766667,92,7851.669858
3368.86,98,7852.200399
3566.46,92,7853.126956
3573.326667,121,7854.218039
3521.804444,93,7855.14852
2966.06,98,7856.115932
3564.493333,83,7856.564765
3248.6,95,7857.499233
3444.384444,102,7858.483603
3170.793333,112,7859.534792
3367.26,98,7860.067368
3567.693333,103,7861.050815
3566.126667,97,7862.011206
-1891.133333,1000,7870.934394
3336.193333,1000,7879.681631
3754.26,1000,7888.033563
2906.36,773,7894.863341
2796.806667,332,7897.878124
-1503.2,122,7898.930277
3568.526667,99,7899.88088
3042.693333,92,7900.790488
3215.16,267,7903.033422
2804.326667,217,7904.623285
3166.293333,98,7905.558906
3481.204444,132,7906.661924
779.06,603,7912.239013
2975.706667,183,7913.657223
-1309.933333,102,7914.647603
2287.306667,365,7917.9298
2439.06,391,7921.363623
2913.4,323,7924.041462
3371.926667,116,7925.125565
1816.737778,311,7928.12355
2618.726667,991,7936.959927
2644.56,105,7937.602211
2277.104444,304,7940.715914
2538.217778,101,7941.671437
3105.737778,103,7942.200018
3567.593333,96,7943.126551
2684.571111,95,7944.046066
3575.326667,172,7945.361578
3566.026667,101,7946.309085
3154.64,102,7947.261594
3568.026667,97,7948.193103
3568.76,107,7948.742634
3167.693333,104,7949.71304
3165.893333,105,7950.685972
3007.173333,107,7951.674357
2617.64,95,7952.593871
2633.277778,95,7953.129441
3569.226667,105,7954.130764
3569.426667,107,7955.137074
3131.604444,108,7956.156349
3570.393333,108,7957.168641
-1708.066667,117,7958.24676
2602.34,91,7958.746423
3563.693333,80,7959.615102
3645.804444,1000,7968.736718
-3185.7,1000,7977.583068
4583.406667,1000,7986.165008
3000.104444,1000,7994.711282
-424.566667,1000,8003.690459
4689.993333,1000,8012.531824
4365.771111,1000,8021.41707
4466.073333,1000,8029.700542
-1368.926667,1000,8038.535922
4017.16,1000,8047.443111
4677.193333,1000,8056.332347
4547.56,1000,8065.343256
3486.106667,98,8065.867854
3138.406667,91,8066.798401
3480.76,986,8075.730676
3164.593333,95,8076.659708
3365.86,89,8077.11556
3284.304444,100,8078.050058
3368.304444,82,8078.907802
2893.651111,96,8079.401634
3170.426667,110,8080.390976
2541.06,87,8081.279601
2561.471111,107,8082.258086
3338.011111,98,8083.233009
3164.393333,95,8083.725665
3407.94,100,8084.676159
2769.293333,89,8085.568777
2765.793333,101,8086.523268
2967.126667,104,8087.060857
3366.16,92,8088.162884
3166.426667,97,8089.150272
3168.06,110,8090.173512
-1314.966667,102,8091.157878
3541.806667,100,8091.706413
3165.693333,107,8092.707735
3365.66,97,8093.651213
3398.326667,1000,8102.499275
2438.471111,1000,8111.098423
3137.173333,88,8111.558221
3565.326667,88,8112.468078
2966.626667,119,8113.563151
3014.993333,295,8116.056698
3377.826667,141,8117.281432
-1309.433333,99,8118.408411
3567.593333,96,8119.386796
2713.537778,104,8120.376151
3198.793333,101,8120.921727
3250.566667,105,8121.930024
2964.326667,92,8122.870482
3567.993333,134,8124.024397
3568.76,100,8125.005774
3566.76,99,8125.974185
2955.173333,98,8126.509753
3016.306667,88,8127.431289
-1310.333333,108,8128.448569
3425.46,323,8131.058593
2828.477778,102,8132.062908
3567.026667,95,8133.112103
3165.093333,95,8134.144344
3566.96,91,8134.610135
2963.793333,84,8135.468804
3568.526667,105,8136.443232
-1709.133333,116,8137.491296
3568.16,103,8138.443706
3132.417778,104,8138.974467
2348.771111,83,8139.825316
3567.293333,97,8140.752832
3569.46,99,8141.265126
3407.506667,101,8142.211663
3366.06,104,8143.174955
3315.733333,104,8144.138407
2816.237778,121,8145.198607
2794.826667,304,8147.797011
3567.96,100,8148.863161
2960.793333,83,8149.753779
3285.737778,100,8150.295332
3219.437778,120,8151.372453
3274.637778,90,8152.294986
3567.744444,166,8153.615491
3567.126667,98,8154.569941
2529.017778,123,8155.657997
3164.26,97,8156.609499
3567.593333,104,8157.615763
2444.337778,129,8158.746775
3569.793333,112,8159.774991
3165.826667,108,8160.356437
3566.16,94,8161.294927
2045.66,438,8165.400985
3367.626667,101,8165.944498
3374.526667,135,8167.116399
2676.337778,105,8168.133681
3164.46,91,8169.047203
3299.793333,87,8169.952783
3171.16,131,8171.08376
2964.226667,98,8171.611383
2949.06,126,8172.73438
-1308.5,117,8173.792552
3570.26,118,8174.862657
3170.46,128,8175.987649
3165.226667,98,8176.951108
2818.171111,128,8178.369282
3602.426667,494,8182.707725
-1649.633333,766,8189.207266
3671.993333,1000,8198.005857
-0.166667,1000,8206.571386
4465.726667,1000,8215.558327
-1347.406667,1000,8224.369771
4480.826667,1000,8233.180252
4697.46,1000,8242.198111
4231.217778,1000,8251.00402
1255.54,1000,8259.467396
-27.633333,1000,8268.509224
4645.46,1000,8277.388487
4564.873333,1000,8286.277723
-5473.9,1000,8295.199869
2981.477778,1000,8303.871689
4643.993333,1000,8312.816776
4644.126667,1000,8321.778649
4430.406667,1000,8330.937276
4554.771111,1000,8339.818498
4643.926667,1000,8348.279878
4519.917778,1000,8357.14119
4425.504444,1000,8366.164105
-23.766667,1000,8375.007472
4668.46,1000,8383.853778
-1193.233333,1000,8392.884217
2860.226667,1000,8401.293736
-2211.966667,1000,8410.104216
4182.904444,1000,8419.266688
3904.226667,1000,8428.121986
3203.26,234,8430.259274
3375.726667,144,8431.464052
3164.06,94,8431.980705
2333.773333,291,8434.862996
-1291.166667,177,8436.242279
2827.573333,130,8437.382231
3019.473333,102,8438.359619
2693.437778,134,8439.512536
3043.726667,100,8440.489966
3169.326667,117,8441.555075
3171.76,126,8442.681065
3573.56,133,8443.830992
3568.993333,108,8444.853259
3166.326667,111,8445.460635
3285.404444,107,8446.478913
-1505.1,127,8447.659756
3052.711111,372,8451.068645
2795.06,107,8452.075985
3509.371111,142,8453.27674
3525.76,1000,8462.153045
3465.766667,1000,8471.046237
-4581.466667,740,8477.229553
-4937.866667,1000,8486.247899
1947.56,702,8492.715852
3375.726667,137,8493.892708
3565.46,90,8494.812283
3560.544444,103,8495.374745
3578.426667,163,8497.125065
-1305.4,109,8497.741419
3367.16,102,8498.723794
3565.56,88,8499.633361
3566.66,93,8500.567863
3428.577778,115,8501.630051
3497.484444,107,8502.230418
2337.904444,103,8503.241749
3367.96,104,8504.234061
3566.16,91,8505.160585
3365.66,98,8506.117028
3145.184444,123,8506.783247
3569.36,103,8507.873333
3567.493333,98,8508.911557
3106.273333,147,8510.128304
3196.393333,93,8511.056822
-1307.9,100,8512.029223
3566.393333,98,8512.553821
2188.551111,369,8515.86098
3334.566667,166,8517.610304
2836.96,425,8521.184747
2218.237778,1000,8530.071036
3675.371111,770,8536.81197
3572.493333,138,8538.131444
3371.26,126,8539.299357
3174.66,192,8540.753434
3580.693333,192,8542.647407
3331.226667,324,8545.266371
3413.24,123,8546.353464
2898.54,187,8548.219476
3573.826667,168,8549.555938
1492.726667,871,8557.245347
-2338.566667,1000,8566.13159
3030.326667,366,8569.58037
2200.86,268,8571.883844
3575.093333,129,8573.008837
2409.773333,367,8576.270157
3164.326667,96,8576.792722
3216.96,265,8579.04869
2983.484444,113,8580.089936
3366.893333,99,8581.04635
3379.993333,154,8582.310011
3576.593333,149,8583.540683
3367.86,111,8584.58888
3381.933333,113,8585.617131
3567.593333,109,8586.626472
-2153.833333,698,8592.55259
2989.271111,107,8593.554937
3195.426667,90,8594.48446
3565.66,97,8595.434921
3471.104444,1000,8604.418868
2321.993333,1000,8612.785501
-3774.266667,1000,8621.584016
3859.771111,1000,8630.532059
2624.126667,1000,8639.331571
4130.44,1000,8648.120041
4717.526667,1000,8656.52956
3163.171111,1000,8665.506561
4644.526667,1000,8674.290081
4647.726667,1000,8683.139423
3475.326667,1000,8692.195984
4635.917778,1000,8700.993466
-310.615556,1000,8709.37238
2786.504444,904,8717.263426
3392.293333,274,8720.169658
2866.184444,402,8723.609499
3391.16,265,8725.898342
3224.866667,752,8732.517647
3527.104444,164,8733.823157
2865.993333,663,8739.551844
3111.706667,776,8746.313766
3170.26,133,8747.499597
-1306.566667,122,8748.678446
3636.26,429,8752.306765
2175.137778,246,8754.475943
3299.284444,137,8755.63887
3590.726667,211,8757.637536
4298.638889,1000,12831.079957
